name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Dade County Clap,0.771,0.621,6,-13.666,1,0.518,0.0917,0.0,0.346,0.963,159.77,274453
Freestyle,0.683,0.757,8,-11.622,1,0.433,0.239,0.0,0.243,0.888,194.241,86827
You Don’t Know Me,0.801,0.429,1,-12.848,1,0.433,0.116,0.0,0.259,0.534,167.887,220667
They Call Me F.L.I.P. (T.I. Diss),0.814,0.342,6,-17.717,0,0.439,0.0869,0.0,0.366,0.502,84.972,194613
You Want No Problems,0.699,0.547,8,-14.971,1,0.753,0.117,0.0,0.236,0.294,172.086,214120
Still Talkin Down (Chamillionaire Diss),0.569,0.571,6,-14.687,0,0.809,0.247,0.0,0.316,0.71,193.003,113813
Phone Call,0.646,0.463,11,-14.973,0,0.812,0.93,0.213,0.0903,0.668,86.592,157947
Freestyle (Mike Jones Diss),0.739,0.49,7,-13.512,1,0.496,0.197,0.0,0.648,0.657,79.843,325400
Game Room,0.662,0.522,1,-15.332,0,0.137,0.0222,0.0,0.334,0.536,159.969,254253
Let Me See Ya,0.676,0.495,11,-14.772,1,0.311,0.00381,0.0,0.327,0.612,152.983,262800
Pussy Muthafuckas,0.656,0.437,9,-18.0,1,0.438,0.111,0.0,0.42,0.581,160.077,254067
Interlude,0.63,0.372,11,-19.693,0,0.309,0.266,0.00428,0.234,0.598,159.614,52387
What’s Up What’s Up,0.863,0.512,11,-14.74,0,0.249,0.129,0.0,0.325,0.527,134.987,292520
Freestyle,0.764,0.57,6,-14.133,0,0.355,0.0762,0.0,0.35,0.719,133.953,76627
Jump On the Dick,0.848,0.508,7,-14.137,1,0.295,0.0982,0.0,0.272,0.833,104.975,194067
Dat Corner,0.653,0.457,4,-16.434,0,0.159,0.00864,0.0,0.306,0.743,97.977,139587
Buck Back,0.78,0.343,1,-16.525,1,0.271,0.28,3.32e-06,0.369,0.382,164.032,227453
Shyne On,0.7,0.555,5,-11.859,0,0.141,0.144,0.0,0.224,0.782,158.111,212227
Freestyle,0.555,0.383,1,-15.941,1,0.367,0.0273,0.0,0.0714,0.414,180.905,77960
The Champ is Here,0.779,0.544,1,-13.706,1,0.283,0.0155,0.0,0.406,0.722,87.351,68440
Calling Out My Name,0.661,0.44,0,-17.121,1,0.27,0.000954,0.0,0.155,0.467,161.178,156173
Interlude,0.544,0.406,1,-16.314,1,0.508,0.0827,1.51e-06,0.351,0.261,172.394,20147
Like a Boss,0.801,0.298,7,-16.313,1,0.328,0.128,1.44e-06,0.159,0.567,86.01,187787
Freestyle,0.661,0.49,1,-16.232,1,0.378,0.333,0.0,0.243,0.73,99.582,98120
Strangers,0.694,0.282,1,-16.045,1,0.383,0.0165,0.0,0.223,0.313,90.877,150320
Freestyle,0.567,0.405,4,-16.022,1,0.486,0.421,0.0,0.278,0.666,148.435,90267
Freestyle,0.707,0.531,6,-15.601,0,0.356,0.00381,0.0,0.106,0.798,77.16,102480
Outro,0.522,0.524,1,-15.399,1,0.276,0.29,0.0,0.615,0.848,154.164,36920
Intro,0.64,0.299,1,-15.524,0,0.497,0.262,1.08e-05,0.343,0.214,112.887,153440
Dade Country Clap,0.829,0.529,2,-13.202,1,0.523,0.239,0.0,0.406,0.839,128.083,236973
Chamillionaire Freestyle,0.768,0.607,1,-12.84,1,0.469,0.15,0.0,0.071,0.823,155.683,137960
You Don't Know Me,0.864,0.43,10,-13.079,1,0.361,0.231,0.0,0.0644,0.606,134.553,371040
They Call Me F.L.I.P (T.I. Diss),0.815,0.232,2,-18.814,1,0.746,0.212,3.48e-06,0.0937,0.299,136.318,371560
You Want No Problems,0.747,0.604,1,-14.518,1,0.529,0.312,0.0,0.34,0.573,137.831,280493
Still Talkin Down (Chamillionaire Diss),0.771,0.522,1,-14.582,1,0.776,0.442,2.42e-05,0.098,0.69,103.791,45960
Freestyle (Mike Jones Diss),0.717,0.454,1,-14.492,1,0.521,0.21,0.0,0.152,0.468,128.57,427373
Game Room (Florida Classic),0.751,0.514,1,-15.332,1,0.0575,0.0652,0.000163,0.538,0.167,128.342,354467
Let Me See Ya,0.78,0.325,11,-14.876,0,0.262,0.0408,2.54e-06,0.142,0.124,122.759,358040
Pussy Muthafuckas,0.737,0.307,1,-18.736,1,0.291,0.103,8.11e-06,0.235,0.139,128.388,379027
What's up What's Up,0.857,0.362,1,-14.179,1,0.222,0.11,6.69e-06,0.372,0.0789,108.312,393013
Pitbull Freestyle I,0.751,0.429,1,-14.735,1,0.285,0.0648,0.0,0.418,0.397,107.339,99507
Jump on the Dick,0.689,0.436,8,-14.4,0,0.457,0.172,0.000753,0.136,0.528,168.507,241520
Dat Corner,0.561,0.344,1,-16.701,1,0.151,0.0218,0.0,0.15,0.313,157.133,173493
Buck Back,0.834,0.346,1,-14.575,1,0.124,0.575,0.00173,0.472,0.218,131.582,284573
Shyne On,0.78,0.394,1,-12.67,1,0.0966,0.259,0.0,0.625,0.466,126.801,265947
Pitbull Freestyle II,0.637,0.446,1,-15.91,1,0.164,0.115,0.0,0.343,0.393,144.654,103453
The Champ Is Here,0.763,0.468,1,-13.561,1,0.337,0.0499,0.000547,0.0964,0.705,140.027,103693
Bun B Intro,0.0,0.243,4,-17.025,0,0.0,0.901,1.65e-06,0.179,0.0,0.0,12973
The Truth,0.741,0.614,9,-9.472,1,0.361,0.215,0.0,0.212,0.902,84.085,58600
Im A Bad Man,0.449,0.703,6,-6.808,0,0.35,0.14,2.1e-05,0.0828,0.59,159.618,194400
Bitch Ass,0.8,0.743,7,-11.167,1,0.646,0.242,0.0,0.238,0.582,143.565,136227
Switch Styles,0.801,0.784,0,-9.464,1,0.318,0.128,0.0,0.212,0.852,156.301,200827
Dike Jones,0.819,0.66,2,-6.878,1,0.507,0.579,0.0,0.2,0.923,85.795,59480
You Gotta Love Me,0.512,0.895,10,-4.371,0,0.349,0.272,0.0,0.373,0.587,77.109,169973
Oh No,0.867,0.653,0,-8.381,0,0.387,0.236,0.0,0.21,0.668,90.05,127160
Tonight,0.7,0.669,2,-9.025,1,0.378,0.416,0.0,0.174,0.83,90.318,219760
Come Down,0.703,0.491,1,-10.875,1,0.362,0.0863,0.0,0.859,0.812,77.529,220627
Adrenaline Rush,0.857,0.589,1,-9.43,1,0.328,0.0382,2.1e-06,0.114,0.455,130.194,76560
Aint Gotta Go Home,0.736,0.779,8,-8.582,0,0.365,0.513,0.0,0.632,0.881,93.911,310040
Where Im From,0.91,0.652,2,-8.742,1,0.339,0.201,0.0,0.519,0.713,100.96,173720
Back Up Plan,0.849,0.805,7,-5.43,1,0.255,0.106,2.94e-06,0.252,0.911,149.016,370293
Answer Machine,0.732,0.417,3,-15.389,0,0.389,0.216,0.0,0.229,0.845,145.761,59693
Platinum Allstars,0.892,0.629,6,-8.7,1,0.246,0.0562,0.0,0.0514,0.66,135.029,221573
Dream (RIP DJ Screw),0.449,0.539,7,-10.538,1,0.453,0.149,0.0,0.568,0.499,168.339,165093
Intro,0.918,0.63,8,-8.251,1,0.353,0.157,0.0,0.0985,0.574,98.033,141084
Shyne On,0.778,0.652,7,-7.895,1,0.356,0.386,0.0,0.126,0.802,157.962,234103
I'm a Hustler,0.654,0.775,9,-7.102,1,0.412,0.33,0.0,0.064,0.825,90.828,125016
You'll Know,0.604,0.58,1,-8.44,1,0.27,0.25,0.0,0.0662,0.911,83.747,83452
Phone Skit,0.76,0.351,1,-12.311,0,0.497,0.98,0.489,0.874,0.687,92.002,31625
Still In Love Wit My D',0.807,0.766,9,-8.122,0,0.23,0.185,0.0,0.149,0.892,152.053,254444
You Ain't Heard Bout',0.6,0.764,1,-8.437,0,0.488,0.211,0.0,0.342,0.487,172.681,206982
Amazing,0.707,0.535,7,-11.569,1,0.494,0.213,0.0,0.188,0.593,74.129,287370
Phone Skit 2,0.718,0.448,3,-10.212,0,0.467,0.979,2.3e-05,0.778,0.289,129.365,49179
Victory,0.632,0.88,7,-6.19,1,0.458,0.148,0.0,0.323,0.595,98.433,177400
Lets Go,0.782,0.531,11,-9.457,0,0.446,0.285,0.0,0.305,0.713,133.855,125341
Hoggin Da Game,0.729,0.502,8,-9.889,0,0.298,0.025,0.0,0.103,0.717,160.129,187663
Roll Wit Me,0.901,0.536,11,-10.03,1,0.199,0.0695,0.0,0.0837,0.644,150.025,302323
Don't Love This Game,0.669,0.721,10,-7.288,0,0.261,0.0425,0.0,0.117,0.439,134.533,165000
Put You On The Game,0.549,0.519,7,-7.25,1,0.42,0.269,0.0,0.385,0.623,86.725,253376
I Wish,0.903,0.534,8,-7.913,0,0.317,0.459,0.00101,0.184,0.365,106.929,171502
Interlude,0.691,0.302,8,-8.663,0,0.854,0.728,0.0,0.327,0.698,100.855,355218
Get Outta Here,0.637,0.804,8,-7.783,1,0.392,0.525,0.0,0.195,0.874,93.393,333670
Phone Skit 3,0.719,0.244,1,-14.155,0,0.827,0.971,0.0215,0.802,0.638,96.574,71796
The Sound Of Revenge - Intro Album Version (Explicit),0.699,0.799,1,-6.677,0,0.292,0.0183,0.0,0.0724,0.427,86.89,199267
In The Trunk,0.769,0.91,2,-4.528,1,0.323,0.0154,1.15e-05,0.156,0.807,170.142,278160
Turn It Up,0.864,0.776,7,-4.477,1,0.272,0.00333,0.0,0.0884,0.695,166.816,274133
Ridin',0.788,0.814,8,-4.682,0,0.0938,0.213,0.0,0.42,0.872,143.037,303067
No Snitchin',0.794,0.877,0,-5.382,1,0.288,0.00374,0.0,0.457,0.522,95.975,272627
Southern Takeover,0.823,0.852,11,-3.923,1,0.281,0.0776,2.92e-05,0.55,0.726,140.56,317107
Radio Interruption,0.662,0.729,2,-5.532,1,0.249,0.0914,0.000535,0.0331,0.321,84.874,207907
Frontin',0.843,0.778,10,-5.773,0,0.216,0.00185,0.056,0.131,0.293,169.959,250787
Grown And Sexy,0.686,0.799,9,-6.349,1,0.148,0.00222,0.00681,0.17,0.417,172.07,242840
Think I'm Crazy,0.744,0.78,11,-6.104,0,0.286,0.00736,1.28e-05,0.101,0.436,180.064,303920
Rain,0.744,0.61,7,-8.026,1,0.215,0.119,0.0,0.151,0.624,92.978,311200
Picture Perfect,0.724,0.555,8,-7.111,1,0.237,0.0579,0.0,0.196,0.464,159.984,288520
Fly As The Sky,0.665,0.744,1,-4.829,1,0.226,0.0116,0.0,0.0982,0.538,168.075,298533
Peepin' Me,0.817,0.73,4,-7.472,0,0.287,0.0986,0.000777,0.166,0.647,81.576,261373
Void In My Life,0.67,0.903,10,-3.929,0,0.0713,0.0947,4.38e-06,0.804,0.525,86.973,280867
Outro - Album Version (Edited),0.612,0.685,6,-5.112,1,0.0461,0.035,0.0,0.311,0.766,79.004,187427
Grind Time - Album Version (Edited),0.76,0.854,7,-4.099,1,0.196,0.00499,0.000378,0.259,0.654,85.009,204520
The Sound Of Revenge - Intro Album Version (Explicit),0.662,0.803,6,-6.702,0,0.297,0.0157,1.95e-06,0.0651,0.417,86.908,198547
In The Trunk,0.768,0.907,2,-4.547,1,0.325,0.0145,9.44e-06,0.171,0.779,170.142,278093
Turn It Up,0.861,0.771,7,-4.525,1,0.259,0.00396,0.0,0.101,0.684,166.776,274200
Ridin',0.786,0.808,8,-4.673,0,0.0998,0.19,0.0,0.449,0.859,143.035,302987
No Snitchin',0.798,0.876,0,-5.389,1,0.281,0.00355,0.0,0.479,0.541,95.994,272680
Southern Takeover,0.822,0.85,11,-3.922,1,0.292,0.0808,1.43e-05,0.522,0.749,140.556,317133
Radio Interruption,0.676,0.735,2,-5.523,1,0.248,0.0931,0.000622,0.0438,0.34,84.88,207880
Frontin',0.842,0.77,10,-5.806,0,0.207,0.00154,0.0392,0.186,0.282,170.041,250680
Grown And Sexy,0.689,0.803,2,-6.362,1,0.146,0.00208,0.00556,0.242,0.396,172.024,242933
Think I'm Crazy,0.743,0.779,11,-6.107,0,0.271,0.00822,1.96e-05,0.105,0.439,180.161,303973
Rain,0.736,0.606,7,-8.03,1,0.226,0.125,0.0,0.177,0.616,92.928,311187
Picture Perfect,0.728,0.553,8,-7.144,1,0.263,0.0585,0.0,0.224,0.437,159.997,288507
Fly As The Sky,0.66,0.749,8,-4.792,1,0.235,0.0106,0.0,0.0953,0.535,168.039,298560
Peepin' Me,0.817,0.722,4,-7.494,0,0.287,0.0959,0.000826,0.154,0.629,81.576,261427
Void In My Life,0.672,0.898,10,-3.959,0,0.0762,0.0977,3.01e-06,0.784,0.47,86.997,280800
Outro - Album Version (Edited),0.613,0.7,3,-5.117,0,0.0523,0.042,0.0,0.259,0.777,79.014,187773
Ridin' - feat. Tyree [NZ Remix],0.791,0.823,8,-3.915,0,0.114,0.153,0.0,0.0614,0.876,143.007,272000
The Sound Of Revenge - Intro Album Version (Explicit),0.6,0.782,1,-6.691,0,0.331,0.0173,1.77e-06,0.0718,0.454,174.135,198547
In The Trunk,0.77,0.902,2,-4.519,1,0.319,0.0135,5.8e-06,0.178,0.798,170.103,278093
Turn It Up,0.859,0.773,7,-4.549,1,0.266,0.00382,0.0,0.129,0.691,166.824,274227
Ridin',0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052,303053
No Snitchin',0.796,0.879,0,-5.379,1,0.273,0.00395,1.38e-06,0.457,0.558,95.99,272587
Southern Takeover,0.811,0.853,11,-3.92,1,0.279,0.0681,1.7e-05,0.568,0.736,140.61,317173
Radio Interruption,0.786,0.722,2,-5.54,1,0.211,0.092,0.000539,0.0398,0.355,84.989,207840
Frontin',0.844,0.781,10,-5.791,0,0.211,0.00158,0.0301,0.154,0.296,170.006,250680
Grown And Sexy,0.682,0.805,2,-6.36,1,0.159,0.00227,0.00569,0.221,0.373,172.055,243013
Think I'm Crazy,0.718,0.785,11,-6.129,0,0.34,0.00786,2.25e-05,0.0999,0.403,180.154,303907
Rain,0.723,0.597,7,-8.005,1,0.237,0.121,0.0,0.227,0.594,92.81,311173
Picture Perfect,0.723,0.557,1,-7.17,1,0.283,0.0684,0.0,0.348,0.48,160.037,288507
Fly As The Sky,0.667,0.743,8,-4.782,1,0.22,0.0131,0.0,0.0929,0.502,167.982,298560
Peepin' Me,0.827,0.739,6,-7.433,1,0.26,0.0925,0.000513,0.189,0.574,81.605,261427
Void In My Life,0.672,0.904,10,-3.954,0,0.0781,0.092,7.05e-06,0.832,0.494,86.976,280800
Outro - Album Version (Edited),0.618,0.708,3,-5.129,0,0.0621,0.0331,0.0,0.213,0.765,79.015,189267
The Sound Of Revenge - Intro Album Version (Edited),0.476,0.775,6,-6.865,0,0.315,0.0161,1.42e-06,0.0741,0.461,84.34,198547
In The Trunk - Album Version (Edited),0.84,0.866,11,-4.959,0,0.267,0.0106,4.11e-06,0.224,0.814,85.016,278093
Turn It Up - Album Version (Edited),0.863,0.771,7,-4.544,1,0.266,0.00321,0.0,0.0945,0.719,166.825,274227
Ridin' - Album Version (Edited),0.789,0.802,8,-4.687,0,0.0875,0.176,0.0,0.373,0.858,143.069,303053
No Snitchin' - Album Version (Edited),0.785,0.866,0,-5.39,1,0.266,0.00289,2.82e-06,0.537,0.527,95.998,272600
Southern Takeover - Album Version (Edited),0.821,0.832,11,-4.128,1,0.286,0.0862,3e-06,0.702,0.713,140.569,317160
Radio Interruption - Album Version (Edited),0.687,0.722,2,-5.552,1,0.244,0.0921,0.0008,0.0484,0.289,84.867,207840
Frontin' - Album Version (Edited),0.851,0.772,10,-5.802,0,0.228,0.00146,0.0319,0.151,0.269,169.858,250680
Grown And Sexy - Album Version (Edited),0.693,0.787,2,-6.829,1,0.142,0.00358,0.00331,0.237,0.395,171.918,243013
Think I'm Crazy - Album Version (Edited),0.745,0.786,11,-6.13,0,0.264,0.00795,2.52e-05,0.0998,0.422,180.089,303907
Rain - Album Version (Edited),0.744,0.606,7,-8.053,1,0.217,0.12,0.0,0.146,0.602,92.951,311173
Picture Perfect - Album Version (Edited),0.729,0.549,1,-7.326,1,0.257,0.0481,0.0,0.28,0.435,159.965,288507
Fly As The Sky - Album Version (Edited),0.663,0.743,8,-4.838,1,0.212,0.0124,0.0,0.0928,0.54,167.986,298560
Peepin' Me - Album Version (Edited),0.824,0.741,6,-7.175,1,0.274,0.118,1.78e-05,0.151,0.593,81.591,261427
Void In My Life - Album Version (Edited),0.671,0.894,10,-4.236,0,0.0669,0.108,7.04e-06,0.811,0.51,86.98,280800
Outro - Album Version (Edited),0.62,0.705,3,-5.129,0,0.0622,0.0332,0.0,0.205,0.769,79.009,189320
The Sound Of Revenge - Intro Album Version (Explicit),0.606,0.784,6,-6.689,0,0.303,0.0168,1.78e-06,0.0682,0.462,87.133,198547
In The Trunk,0.769,0.902,2,-4.519,1,0.32,0.0135,5.91e-06,0.178,0.797,170.109,278093
Turn It Up,0.859,0.773,7,-4.549,1,0.266,0.00382,0.0,0.129,0.691,166.824,274200
Ridin',0.775,0.808,8,-4.681,0,0.0961,0.194,0.0,0.3,0.857,142.999,303080
No Snitchin',0.796,0.879,0,-5.379,1,0.273,0.00395,1.4e-06,0.434,0.558,95.992,272653
Southern Takeover,0.823,0.853,11,-3.898,1,0.293,0.0794,1.67e-05,0.522,0.728,140.555,317080
Radio Interruption,0.744,0.739,2,-5.521,1,0.251,0.0907,0.00056,0.0403,0.32,84.917,207920
Frontin',0.843,0.768,10,-5.791,0,0.222,0.00159,0.0451,0.159,0.288,170.008,250627
Grown And Sexy,0.682,0.805,2,-6.36,1,0.159,0.00227,0.00569,0.221,0.373,172.054,243000
Think I'm Crazy,0.746,0.786,11,-6.101,0,0.294,0.00711,2.06e-05,0.0985,0.406,180.15,303920
Rain,0.699,0.597,7,-8.006,1,0.24,0.121,0.0,0.227,0.597,92.822,311213
Picture Perfect,0.727,0.559,8,-7.128,1,0.344,0.0619,0.0,0.24,0.435,159.942,288467
Fly As The Sky,0.667,0.743,8,-4.782,1,0.221,0.0132,0.0,0.0921,0.508,167.977,298587
Peepin' Me,0.825,0.728,6,-7.471,1,0.263,0.0884,0.000286,0.159,0.557,81.584,261360
Void In My Life,0.671,0.898,10,-3.956,0,0.0768,0.0966,2.38e-06,0.77,0.469,86.962,280840
Outro - Album Version (Edited),0.621,0.707,3,-5.129,0,0.0606,0.0331,0.0,0.213,0.768,79.015,189253
Intro,0.678,0.133,1,-14.515,1,0.959,0.798,0.0,0.757,0.353,145.174,118067
Clap,0.877,0.942,7,-2.645,1,0.203,0.0969,0.0,0.0963,0.874,89.977,213960
Still (N Luv Wit My Money),0.914,0.451,11,-4.241,1,0.519,0.37,0.0,0.0895,0.349,128.003,405653
Here I Am,0.678,0.978,9,-1.997,1,0.375,0.206,6.58e-06,0.319,0.637,75.329,133960
I Got Game,0.794,0.816,1,-2.3,0,0.345,0.0595,0.0,0.0948,0.895,167.336,245907
True - Feat. Lil' Flip,0.624,0.942,1,-3.245,1,0.252,0.196,0.0,0.073,0.793,79.038,245613
Respect My Grind,0.824,0.934,1,-1.84,1,0.25,0.27,2.51e-06,0.144,0.929,91.943,171893
Lawyer Fees,0.769,0.364,3,-20.324,1,0.959,0.841,0.0,0.321,0.543,98.88,17613
Can't Give Up The World - Feat. 50/50 Twin & Lew Hawk,0.691,0.882,7,-2.677,1,0.216,0.129,0.0,0.108,0.585,175.955,307307
What Would U Do - Feat. Monetana,0.763,0.81,1,-1.894,1,0.268,0.0985,0.0,0.203,0.786,91.012,215227
Back Up Plan - Feat. Devin The Dude,0.878,0.864,11,-2.762,0,0.228,0.0823,2.76e-05,0.173,0.923,148.978,377173
She Gangsta,0.808,0.868,6,-3.354,0,0.221,0.0285,0.0,0.0887,0.722,161.939,280800
House Of Pain - Feat. Young Ro,0.79,0.922,9,-1.945,1,0.162,0.142,0.0,0.104,0.686,93.99,208600
True (Remix) - Feat. 50/50 Twin & Lew Hawk,0.62,0.974,1,-2.196,1,0.252,0.33,0.0,0.22,0.791,79.117,247013
Outro,0.632,0.13,5,-12.007,0,0.94,0.911,0.0,0.435,0.269,170.644,145387
I'm Da King,0.521,0.728,7,-9.443,1,0.781,0.199,2.97e-05,0.689,0.726,107.931,429813
Shut Up Interlude,0.581,0.5,8,-6.196,0,0.651,0.405,0.0,0.42,0.96,144.463,23973
You Got Wrecked,0.835,0.7,9,-3.706,1,0.359,0.119,0.0,0.345,0.636,92.845,209147
New Name Interlude,0.643,0.399,4,-11.881,1,0.918,0.739,0.0,0.713,0.42,91.87,98280
Who They Want,0.841,0.667,1,-4.682,0,0.343,0.0751,0.0,0.711,0.772,159.683,155280
I Mean That There,0.717,0.828,7,-4.713,1,0.417,0.269,0.0,0.327,0.721,112.158,215760
Run You Out The Game,0.831,0.736,2,-5.952,1,0.309,0.26,0.0,0.417,0.644,86.516,175760
Not Friendly,0.817,0.81,7,-5.295,1,0.368,0.124,0.0,0.11,0.586,139.94,163360
Roll Call,0.692,0.732,7,-5.134,1,0.392,0.159,0.0,0.497,0.585,177.932,237760
Talk Show Interlude,0.642,0.475,1,-9.525,1,0.9,0.814,0.0,0.861,0.673,127.166,328760
Gun Smoke,0.82,0.801,11,-5.231,0,0.287,0.0363,0.0,0.178,0.406,135.761,83773
Drag Em' In The River (Rasaq),0.715,0.848,1,-4.941,0,0.213,0.0108,0.0,0.464,0.613,149.902,135453
What Would You Do,0.675,0.933,4,-6.695,1,0.511,0.238,5.16e-06,0.215,0.557,84.994,104507
Switch Styles,0.801,0.851,0,-5.812,1,0.285,0.0943,0.0,0.28,0.813,156.354,266200
Body Rock,0.718,0.808,2,-6.067,1,0.39,0.434,0.0,0.48,0.854,98.547,183867
Step Into My Room,0.824,0.708,10,-6.504,0,0.297,0.447,0.0,0.23,0.715,85.05,208640
Answer Machine Interlude,0.783,0.686,3,-7.885,0,0.388,0.0808,0.0,0.367,0.893,145.766,104480
I'm Busy,0.777,0.591,3,-8.915,0,0.347,0.186,0.0,0.271,0.777,146.043,92640
Put In Slow Motion,0.803,0.667,8,-7.633,1,0.511,0.597,0.0,0.139,0.856,172.027,95067
Screw Jams,0.649,0.835,2,-4.836,0,0.254,0.351,0.0,0.268,0.582,72.565,256453
I Had A Dream,0.634,0.253,10,-13.35,0,0.914,0.714,0.0,0.163,0.535,169.18,137493
The Truth,0.408,0.721,7,-6.302,1,0.316,0.0417,0.0,0.521,0.539,80.012,218907
Bonus Track,0.721,0.755,9,-6.13,1,0.339,0.262,0.0,0.207,0.719,84.401,585000
I'm Da King Chopped & Screwed,0.639,0.606,1,-12.082,1,0.338,0.00405,2.15e-05,0.47,0.546,144.788,360867
Roll Call Chopped & Screwed,0.676,0.573,0,-10.584,1,0.386,0.0478,0.0,0.851,0.706,148.605,295440
Im A Balla Chopped & Screwed,0.8,0.6,7,-11.484,1,0.259,0.000761,0.465,0.312,0.798,148.292,78440
Who They Want Chopped & Screwed,0.83,0.397,1,-12.034,1,0.491,0.0331,0.0,0.766,0.309,73.47,231240
On Yo Azz Chopped & Screwed,0.883,0.483,8,-10.064,1,0.591,0.122,0.0,0.526,0.389,146.957,105613
What Would You Do Chopped & Screwed,0.704,0.521,1,-12.437,1,0.413,0.0726,0.145,0.438,0.212,147.198,169133
Pimp Drill Feat. C.C.C. Chopped & Screwed,0.789,0.478,1,-12.266,1,0.344,0.0728,5.85e-06,0.676,0.517,143.646,457733
I Mean That There Chopped & Screwed,0.824,0.685,1,-11.46,1,0.385,0.105,0.0,0.106,0.774,144.662,305360
Run You Out The Game Chopped & Screwed,0.799,0.509,6,-13.09,1,0.313,0.112,5.23e-05,0.22,0.621,145.538,193867
Switch Styles Chopped & Screwed,0.846,0.637,7,-12.47,1,0.366,0.0753,0.0,0.152,0.821,145.15,252027
I Had A Dream Chopped & Screwed,0.566,0.458,2,-13.186,1,0.314,0.0501,0.00353,0.551,0.382,145.558,323440
OG Ron C Guttamix Chopped & Screwed,0.804,0.949,9,-8.757,0,0.568,0.43,0.0245,0.121,0.627,170.125,95480
Body Rock Chopped & Screwed,0.694,0.625,1,-12.479,1,0.526,0.303,0.000402,0.115,0.855,113.754,169027
We On Fire Feat. The C.C.C. Chopped & Screwed,0.648,0.48,1,-12.372,1,0.528,0.256,0.000334,0.263,0.646,83.139,236720
You Got Wrecked Chopped & Screwed,0.839,0.425,8,-12.551,1,0.378,0.0565,1.95e-06,0.182,0.478,85.461,227093
Not Friendly Chopped & Screwed,0.854,0.551,2,-12.535,1,0.445,0.0609,0.0,0.457,0.439,123.977,185840
Gun Smoke Chopped & Screwed,0.805,0.499,1,-13.103,1,0.383,0.0314,0.000163,0.554,0.25,124.161,192453
Answer Machine Interlude Feat. OG Ron C Chopped & Screwed,0.852,0.504,1,-13.365,1,0.19,0.0813,0.00373,0.511,0.526,124.105,219200
Front To Back,0.557,0.639,6,-6.569,0,0.409,0.228,0.0,0.489,0.7,80.076,265467
Who I Be,0.756,0.556,1,-6.47,1,0.12,0.185,0.0,0.412,0.228,83.775,137520
Gun Smoke,0.831,0.71,11,-7.803,0,0.326,0.0422,0.0,0.354,0.389,135.776,251000
We Gonna Ride,0.882,0.527,6,-9.019,1,0.348,0.056,1.08e-05,0.148,0.43,144.038,198173
I Be Comin Down Screwed,0.831,0.584,7,-9.998,1,0.461,0.368,0.0,0.125,0.836,130.16,125733
Call Some Hoes,0.872,0.608,10,-10.272,0,0.383,0.19,0.0,0.769,0.831,118.745,190013
I Got Hoes Screwed,0.868,0.532,9,-10.6,0,0.12,0.0662,0.0,0.322,0.414,130.565,154427
On Yo Azz,0.847,0.669,1,-9.272,1,0.769,0.0892,0.0,0.0804,0.246,82.998,103920
Texas Boys,0.822,0.661,4,-10.606,0,0.304,0.0073,0.0,0.0822,0.574,159.937,137840
Hey Lady,0.837,0.603,7,-6.536,1,0.317,0.0296,0.0,0.187,0.901,85.043,203733
Pimp Drill,0.815,0.637,7,-9.707,1,0.344,0.101,0.0,0.508,0.625,76.995,274467
Panky Rang Interlude,0.771,0.422,9,-11.459,1,0.62,0.44,0.0,0.39,0.752,144.083,304507
Hurtin Em Bad,0.864,0.777,0,-9.644,1,0.0804,0.0272,0.0,0.27,0.969,128.773,206827
We On Fire,0.623,0.682,5,-7.774,0,0.404,0.206,1.56e-06,0.0762,0.558,91.445,261027
I'm A Balla,0.889,0.553,4,-7.407,1,0.35,0.00205,2.06e-06,0.137,0.89,77.538,273640
I Tip Down,0.618,0.875,11,-5.809,0,0.306,0.0512,0.0,0.416,0.498,164.333,215587
Who They Want,0.845,0.531,1,-7.13,0,0.394,0.0976,0.0,0.419,0.719,159.679,207160
Platinum Stars,0.909,0.626,0,-7.401,1,0.257,0.0527,0.0,0.302,0.713,134.966,226560
Tippin' Slow,0.671,0.525,0,-8.695,1,0.362,0.0346,0.0,0.154,0.203,76.897,100200
Still Tippin,0.633,0.798,1,-6.484,1,0.5,0.0379,0.0,0.235,0.184,89.939,541947
My Interpretation,0.741,0.881,11,-6.52,0,0.366,0.0565,0.0,0.725,0.457,168.302,188640
Hotel (feat. R. Kelly),0.676,0.652,0,-6.846,1,0.204,0.103,0.0,0.113,0.416,91.231,247040
Lipstick (feat. Jazze Pha),0.789,0.602,11,-10.03,0,0.307,0.237,0.0,0.0827,0.435,95.536,225773
Get No Better (feat. Mashonda),0.72,0.601,9,-7.892,1,0.168,0.296,0.0,0.0885,0.566,95.088,234853
Make U Scream (feat. Snoop Dogg),0.562,0.697,1,-7.974,0,0.253,0.0692,0.0,0.417,0.584,76.86,243413
SKIT: Tha Problem,0.711,0.414,8,-13.06,0,0.715,0.882,0.0,0.218,0.676,81.769,78640
Tha Problem - Dirty,0.656,0.752,6,-7.197,0,0.313,0.00371,0.0,0.135,0.557,101.292,230427
Pop That Cannon (feat. Styles P.),0.678,0.486,1,-9.678,1,0.338,0.0165,0.0,0.0659,0.705,176.115,250067
